Name,Website,Office,State,Campaign Facebook,Campaign Twitter,Personal Facebook,Personal Twitter,Email address,Direct Mail
Anne Kerner,,U.S. House,Delaware,,,,,,
Jerry Dickinson,https://www.jerrydickinson.com/,U.S. House,Pennsylvania,https://www.facebook.com/JerryForCongress/,https://www.twitter.com/Dickinson2020,https://www.facebook.com/gerald.s.dickinson,,,
Aaron Swisher,http://swisherforidaho.com,U.S. House,Idaho,https://www.facebook.com/SwisherforIdaho/,https://www.twitter.com/SwisherforIdaho,,,swisherforidaho@gmail.com,mailto:swisherforidaho@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Jason Crow,http://jasoncrowforcongress.com,U.S. House,Colorado,http://www.facebook.com/JasonCrowforCongress,https://www.twitter.com/JasonCrowCO6,https://www.facebook.com/jason.crow.75,https://www.twitter.com/repjasoncrow,info@jasoncrowforcongress.com,mailto:info@jasoncrowforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Mark Elworth Jr.,,U.S. House,Nebraska,https://www.facebook.com/markjr4gov/,https://www.twitter.com/MarkElworthJr,https://www.facebook.com/profile.php?id=100010836036199,,markelworthjr@aol.com,mailto:markelworthjr@aol.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Utam Paul,,U.S. House,Maryland,https://www.facebook.com/UTAM-PAUL-1451131415015264/,https://www.twitter.com/utam_paul,,,,
Staniela Nikolova,http://www.stanielanikolova.com/,U.S. House,Idaho,,,,,,
Rudy Soto,https://rudysoto.us/,U.S. House,Idaho,https://www.facebook.com/RudyForCongress/,https://www.twitter.com/Rudy4Congress,https://www.facebook.com/RudySoto.US,,,
Kevin Van Ausdal,https://www.kevinvanausdal.com/,U.S. House,Georgia,https://www.facebook.com/kevinforcongress2020/,https://www.twitter.com/KevinVanAusdal,,,contact@kevinvanausdal.com,mailto:contact@kevinvanausdal.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Allison Galbraith,https://www.flipthefirst.com/,U.S. House,Maryland,http://www.facebook.com/AllisonforMD,https://www.twitter.com/AllisonforMD,https://www.facebook.com/profile.php?id=5723736,,,
Lih Young,,U.S. House,Maryland,,https://www.twitter.com/DR_LIH_YOUNG,https://www.facebook.com/lyoung2k,,,
Marcia Morgan (Maryland),https://marciahmorgan.com/,U.S. House,Maryland,,,,,,
Lisa Blunt Rochester,,U.S. House,Delaware,,,https://www.facebook.com/RepLBR/,https://www.twitter.com/RepLBR,,
Ed Perlmutter,https://perlmutterforcolorado.com,U.S. House,Colorado,http://www.facebook.com/Ed4Colorado,https://www.twitter.com/Ed4Colorado,https://www.facebook.com/RepPerlmutter,https://www.twitter.com/repperlmutter,info@perlmutterforcolorado.com,mailto:info@perlmutterforcolorado.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Jannquell Peters,https://jannquellpeters.com/,U.S. House,Georgia,https://www.facebook.com/jannquell/,https://www.twitter.com/jannquell4GA13,https://www.facebook.com/jannquell.peters,,,
Jamie Raskin,https://JamieRaskin.com,U.S. House,Maryland,https://www.facebook.com/raskin.jamie,https://www.twitter.com/jamie_raskin,https://www.facebook.com/jamie.raskin.54,https://www.twitter.com/repraskin,,mailto:info@JamieRaskin.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Michael Owens (Georgia),https://owensforcongress.com/,U.S. House,Georgia,https://www.facebook.com/DrMichaelOwens/,https://www.twitter.com/owensforga13,https://www.facebook.com/michael.c.owens.75,,,
Keisha Sean Waites,https://www.keishawaites.com,U.S. House,Georgia,https://www.facebook.com/KeishaWaites4FultonCounty,https://www.twitter.com/Keisha4Congress,https://www.facebook.com/keisha.waites,,,
Tabitha Johnson-Green,http://tabitha2020.com/,U.S. House,Georgia,https://www.facebook.com/johnsongreenforcongress/,https://www.twitter.com/TJG4GA,https://www.facebook.com/tabitha.johnsongreen,,contact@tabitha2020.com,mailto:contact@tabitha2020.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Andrew Ferguson,http://georgiacantwait.com/,U.S. House,Georgia,https://www.facebook.com/GeorgiaCantWait/,https://www.twitter.com/georgiacantwait,https://www.facebook.com/andrew.s.ferguson1,,,
Dan Steiner,,U.S. House,Georgia,,https://www.twitter.com/steinercongress,https://www.facebook.com/daniel.steiner.7796,,,
Liz Johnson (Georgia),https://www.lizjohnsonforcongress.com/,U.S. House,Georgia,https://www.facebook.com/lizjohnsonforcongress/,https://www.twitter.com/LizforGA12th,https://www.facebook.com/liz.johnson.71404976,,elect@lizjohnsonforcongress.com,mailto:elect@lizjohnsonforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Devin Pandy,https://devinpandyforcongress.com/main/,U.S. House,Georgia,https://www.facebook.com/DevinPandyForCongress/,https://www.twitter.com/DevinPandy,https://www.facebook.com/ddpandy,,,
Brooke Siskin,,U.S. House,Georgia,,,,,brookesiskin1@gmail.com,mailto:brookesiskin1@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Lindsay Holliday,,U.S. House,Georgia,,,https://www.facebook.com/lindsay.doc.holliday,,,
Dana Barrett,https://www.electdanabarrett.com/,U.S. House,Georgia,https://www.facebook.com/ElectDanaBarrett/,https://www.twitter.com/TheDanaBarrett,,,,
Dan Wilson (Georgia),https://www.danwilsonforcongress.com/,U.S. House,Georgia,https://www.facebook.com/DanWilsonForCongress/,https://www.twitter.com/congress_dan,,,,
Rashid Malik,https://malik4congress.com/,U.S. House,Georgia,https://www.facebook.com/drmalik4congress/,https://www.twitter.com/DrMalikR,https://www.facebook.com/drmalik2k99,,,
Brenda Lopez Romero,https://votebrendalopez.com/,U.S. House,Georgia,https://www.facebook.com/votebrendalopez/,https://www.twitter.com/VoteBrendaLopez,https://www.facebook.com/brenda.l.romero.52,,,
John Eaves,,U.S. House,Georgia,https://www.facebook.com/eavesforcongress/,https://www.twitter.com/Eaves4Congress,https://www.facebook.com/john.eaves.940,https://www.twitter.com/johneaves,,
Nabilah Islam,https://www.nabilahforcongress.com/,U.S. House,Georgia,,https://www.twitter.com/NabilahforGA07,,,,
Barrington Martin II,https://barringtonvscongress.com/,U.S. House,Georgia,https://www.facebook.com/BarringtonVsCongress,https://www.twitter.com/_BarringtonII,,,,
Lucy McBath,https://lucyforcongress.com/home/,U.S. House,Georgia,https://www.facebook.com/electlucymcbath/,https://www.twitter.com/lucymcbath,https://www.facebook.com/lucy.mcbath,https://www.twitter.com/RepLucyMcBath,info@lucyforcongress.com,mailto:info@lucyforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
David Scott (Georgia),http://votedavidscott.com/,U.S. House,Georgia,https://www.facebook.com/ElectDavidScott/,https://www.twitter.com/Electdavidscott,https://www.facebook.com/RepDavidScott/,https://www.twitter.com/repdavidscott,davidscottforcongress@gmail.com,mailto:davidscottforcongress@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Elaine Nietmann,https://www.elaine4congress.com/,U.S. House,Georgia,https://www.facebook.com/Elaine4Congress,,https://www.facebook.com/elaine.nietmann,,,
William Haston,https://www.williamhaston.com/,U.S. House,Georgia,https://www.facebook.com/WilliamForGA4,https://www.twitter.com/WilliamForGA4,https://www.facebook.com/william.haston,,,
Zahra Karinshak,https://zahraforcongress.com/,U.S. House,Georgia,https://www.facebook.com/zahraforcongress,https://www.twitter.com/votezahra,https://www.facebook.com/zfor48,,,
Val Almonord,https://almonordforcongress.com/,U.S. House,Georgia,https://www.facebook.com/Almonordforcongress/,https://www.twitter.com/valforcongress3,,,val@almonordforcongress.com,mailto:val@almonordforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Carolyn Bourdeaux,https://www.carolyn4congress.com/,U.S. House,Georgia,https://www.facebook.com/carolynforcongress,https://www.twitter.com/Carolyn4GA7,https://www.facebook.com/carolyn.bourdeaux,,carolyn@carolyn4congress.com,mailto:carolyn@carolyn4congress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Joyce Marie Griggs,https://www.griggsforcongress.com,U.S. House,Georgia,,,https://www.facebook.com/joyce.griggs.56,,,
Hank Johnson,http://www.hankforcongress.com/,U.S. House,Georgia,https://www.facebook.com/HankJohnsonJr/,https://www.twitter.com/ReElectHank,https://www.facebook.com/RepHankJohnson/,https://www.twitter.com/RepHankJohnson,info@hankforcongress.com,mailto:info@hankforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Jeffrey Woodard,https://votejeffwoodard.com/,U.S. House,Maryland,,,,,,
Lisa Ring,https://www.lisaringforcongress.com/,U.S. House,Georgia,https://www.facebook.com/LisaRingGA/,https://www.twitter.com/LisaRingGA01,https://www.facebook.com/lisa.ring.14289,,,
Barbara Seidman,http://www.seidmanforcongress.com/,U.S. House,Georgia,,,https://www.facebook.com/seidmanforgeorgia,,,
Gary Schuman,,U.S. House,Maryland,https://www.facebook.com/GaryS1111/,,https://www.facebook.com/gary.schuman.52,,,
Harry Spikes,https://www.spikes4congress.com/,U.S. House,Maryland,,https://www.twitter.com/HarryTSpikes,https://www.facebook.com/harry.spikes.9,,,
Maya Rockeymoore Cummings,http://mayaforcongress.com/,U.S. House,Maryland,https://www.facebook.com/MayaForCongress/,https://www.twitter.com/MayaForCongress,https://www.facebook.com/maya.rockeymoore,,,
Charles Smith (Maryland),,U.S. House,Maryland,,,,,,
John Lewis (Georgia),https://www.johnlewisforcongress.com/,U.S. House,Georgia,https://www.facebook.com/JohnLewisforCongress/,,https://www.facebook.com/RepJohnLewis/,https://www.twitter.com/repjohnlewis,,
Sanford Bishop Jr.,http://www.sanfordbishop.com/,U.S. House,Georgia,https://www.facebook.com/BishopforCongress,,https://www.facebook.com/BishopforCongress,https://www.twitter.com/SanfordBishop,sanfordbishop@sanfordbishop.com,mailto:sanfordbishop@sanfordbishop.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Saafir Rabb,https://saafirforcongress.com/,U.S. House,Maryland,https://www.facebook.com/Saafir4Congress/,https://www.twitter.com/Saafir4Congress,https://www.facebook.com/saafir.rabb.5,,,
Charles Stokes,,U.S. House,Maryland,,,,,,
Adrian Petrus,,U.S. House,Maryland,https://www.facebook.com/Adrianpetrusforussenate/,https://www.twitter.com/petrusadrian,https://www.facebook.com/adrian.petrus,,,
Michael Howard Jr.,,U.S. House,Maryland,,https://www.twitter.com/MHJForCongress,,,,
Jay Jalisi,http://www.drjayforcongress.com/,U.S. House,Maryland,https://www.facebook.com/DrJayJalisi/,,https://www.facebook.com/jay.jalisi,,,
Matko Lee Chullin III,,U.S. House,Maryland,,,,,,
Dan Hiegel,,U.S. House,Maryland,,,,https://www.twitter.com/HiegelDan,,
Darryl Gonzalez,,U.S. House,Maryland,,,,,,
Mark Gosnell,https://electgosnell.com/,U.S. House,Maryland,https://www.facebook.com/ElectGosnell/,https://www.twitter.com/drMgosnell,https://www.facebook.com/mark.gosnell.12,,,
Michael Davidson (Maryland),,U.S. House,Maryland,,,,,,
T. Dan Baker,https://www.votetdanbaker.com,U.S. House,Maryland,https://www.facebook.com/Vote-TDan-Baker-for-District-7-107930637345679/,https://www.twitter.com/votetdanbaker,,,,
Kweisi Mfume,https://mfumeforcongress.com/,U.S. House,Maryland,https://www.facebook.com/MfumeForCongress/,https://www.twitter.com/Mfume4Congress,,,,
Briana Urbina,http://www.urbinaforus.com/,U.S. House,Maryland,,https://www.twitter.com/Urbinaforus,https://www.facebook.com/brianaurbina,,,
Maxwell Bero,https://maxwellbero.com/about,U.S. House,Maryland,https://www.facebook.com/BeroForCongress/,https://www.twitter.com/beroforcongress,,,,
David Trone,http://www.davidtrone.com,U.S. House,Maryland,https://www.facebook.com/davidjtrone,https://www.twitter.com/davidjtrone,https://www.facebook.com/repdavidtrone/,https://www.twitter.com/repdavidtrone,,
Jill Carter,http://jillcarterforcongress.com/,U.S. House,Maryland,https://www.facebook.com/JillPCarterForCongress2020/,https://www.twitter.com/jillpcarter,https://www.facebook.com/jill.carter.1656,,,
Mckayla Wilkes,https://www.mckayla2020.com,U.S. House,Maryland,https://www.facebook.com/meetmckayla/,https://www.twitter.com/MeetMckayla,https://www.facebook.com/mckayla.wilkes.73,,,
Alicia Brown (Maryland),,U.S. House,Maryland,,,,,,
Kim Shelton,,U.S. House,Maryland,https://www.facebook.com/EmpowermentbyWomen/,,,,,
Vanessa Marie Hoffman,https://vanessahoffman4mds5thdistrict.com/,U.S. House,Maryland,https://www.facebook.com/Vanessa-Hoffman-for-Marylands-Congressional-5th-District-105316034320532/,https://www.twitter.com/vanessa23607546,,,,
Shelia Bryant,https://www.bryantforcongress.com/,U.S. House,Maryland,https://www.facebook.com/Shelia4MD/,https://www.twitter.com/SheliaForMD4,https://www.facebook.com/SBTesq,,,
Steny Hoyer,https://www.hoyerforcongress.com/,U.S. House,Maryland,http://www.facebook.com/hoyerforcongress,https://www.twitter.com/StenyHoyer,https://www.facebook.com/LeaderHoyer,https://www.twitter.com/LeaderHoyer,steny@hoyerforcongress.com,mailto:steny@hoyerforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
John Rea (Maryland),,U.S. House,Maryland,,,,,,
William Devine III,,U.S. House,Maryland,https://www.facebook.com/bill.devine.50,https://www.twitter.com/studlydevine,https://www.facebook.com/bill.devine.50,https://www.twitter.com/studlydevine,,
Joseph Ardito,https://joeardito2020.com/,U.S. House,Maryland,,https://www.twitter.com/joeardito2020,,,,
Mia Mason,https://miadmason.us/,U.S. House,Maryland,https://www.facebook.com/Mia4MD/,https://www.twitter.com/Mia4MD,,,,
Jake Pretot,https://jakepretot.vote/,U.S. House,Maryland,https://www.facebook.com/jakepretot,https://www.twitter.com/jake_pretot,https://www.facebook.com/jake.e.pretot,,,
Anthony Brown (Maryland),https://anthonybrown.com,U.S. House,Maryland,https://www.facebook.com/AnthonyBrown.Maryland,https://www.twitter.com/AnthonyBrownMD4,https://www.facebook.com/RepAnthonyBrown,https://www.twitter.com/RepAnthonyBrown,,
Jennifer Pingley,,U.S. House,Maryland,,,https://www.facebook.com/jennifer.pingley.90,,,
Luisa Sonnek,http://luisasonnekforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/sonnekforcongress,https://www.twitter.com/Sonnekcongress,,,,
Conor Lamb,https://conorlamb.com/,U.S. House,Pennsylvania,https://www.facebook.com/ConorLambPA/,https://www.twitter.com/conorlambpa,https://www.facebook.com/RepConorLamb/,https://www.twitter.com/RepConorLamb,press@conorlamb.com,mailto:press@conorlamb.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Kristy Gnibus,https://www.kristyforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/kristyforcongress,https://www.twitter.com/kristy4congress,https://www.facebook.com/kristy.gnibus,https://www.twitter.com/BeyondKristy,,
Michael Feldman,,U.S. House,Maryland,,,,,,
Robert M. Williams (Pennsylvania congressional candidate),https://williamsfor15.com/,U.S. House,Pennsylvania,,https://www.twitter.com/williamsfor15,https://www.facebook.com/Williamsfor15,,williamsfor15@gmail.com,mailto:williamsfor15@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Todd Rowley,https://www.toddrowleyforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/ToddRowleyPA13/,https://www.twitter.com/ToddRowleyPA13,,,,
Lee Griffin,https://www.leegriffinforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/LeeGriffinForCongress/,,,,,
William Marx,https://www.billmarxforcongress.org/,U.S. House,Pennsylvania,https://www.facebook.com/BillMarxforCongress/,https://www.twitter.com/BillforPA14,https://www.facebook.com/Bill.A.Marx3,,,
Tom Brier,https://www.brierforcongress.com/,U.S. House,Pennsylvania,,https://www.twitter.com/Brier4Congress,https://www.facebook.com/tom.brier.14,,,
Paul Daigle,https://www.paulforpa.com/,U.S. House,Pennsylvania,https://www.facebook.com/paulforpa11/,https://www.twitter.com/PaulforPA11,,,,
